발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
KHFCMB2010S-10,2010-08-26,2021-02,62.4,34.11,2.09
KHFCMB2010S-10,2010-08-26,2021-01,62.54,34.26,1.23
KHFCMB2010S-10,2010-08-26,2020-12,62.55,34.21,0.63
KHFCMB2010S-10,2010-08-26,2020-11,62.57,34.18,2.9
KHFCMB2010S-10,2010-08-26,2020-10,62.31,34.14,0.0
KHFCMB2010S-10,2010-08-26,2020-09,62.3,34.14,0.97
KHFCMB2010S-10,2010-08-26,2020-08,62.35,34.01,4.39
KHFCMB2010S-10,2010-08-26,2020-07,62.59,33.9,8.18
KHFCMB2010S-10,2010-08-26,2020-06,63.08,33.23,0.14
KHFCMB2010S-10,2010-08-26,2020-05,63.04,33.23,0.57
KHFCMB2010S-10,2010-08-26,2020-04,63.0,33.17,0.0
KHFCMB2010S-10,2010-08-26,2020-03,62.98,33.19,2.82
KHFCMB2010S-10,2010-08-26,2020-02,62.52,32.51,0.0
KHFCMB2010S-10,2010-08-26,2020-01,62.39,32.52,0.0
KHFCMB2010S-10,2010-08-26,2019-12,62.37,32.53,4.05
KHFCMB2010S-10,2010-08-26,2019-11,62.62,33.0,0.57
KHFCMB2010S-10,2010-08-26,2019-10,62.49,32.95,0.0
KHFCMB2010S-10,2010-08-26,2019-09,62.45,33.0,8.8
KHFCMB2010S-10,2010-08-26,2019-08,61.53,34.15,3.32
KHFCMB2010S-10,2010-08-26,2019-07,61.62,34.13,0.14
KHFCMB2010S-10,2010-08-26,2019-06,61.57,34.2,0.0
KHFCMB2010S-10,2010-08-26,2019-05,61.54,34.24,0.0
KHFCMB2010S-10,2010-08-26,2019-04,61.5,34.28,1.42
KHFCMB2010S-10,2010-08-26,2019-03,61.58,34.03,0.08
KHFCMB2010S-10,2010-08-26,2019-02,61.51,34.12,0.21
KHFCMB2010S-10,2010-08-26,2019-01,61.41,34.1,0.0
KHFCMB2010S-10,2010-08-26,2018-12,61.37,34.14,0.53
KHFCMB2010S-10,2010-08-26,2018-11,61.13,34.36,5.2
KHFCMB2010S-10,2010-08-26,2018-10,61.03,36.57,0.69
KHFCMB2010S-10,2010-08-26,2018-09,60.93,36.52,0.24
KHFCMB2010S-10,2010-08-26,2018-08,60.9,36.48,0.06
KHFCMB2010S-10,2010-08-26,2018-07,60.86,36.51,0.84
KHFCMB2010S-10,2010-08-26,2018-06,60.68,36.41,0.61
KHFCMB2010S-10,2010-08-26,2018-05,60.69,36.29,0.19
KHFCMB2010S-10,2010-08-26,2018-04,60.65,36.28,2.0
KHFCMB2010S-10,2010-08-26,2018-03,60.17,35.92,2.76
KHFCMB2010S-10,2010-08-26,2018-02,60.22,35.31,2.4
KHFCMB2010S-10,2010-08-26,2018-01,60.17,35.79,1.46
KHFCMB2010S-10,2010-08-26,2017-12,60.11,35.46,0.2
KHFCMB2010S-10,2010-08-26,2017-11,60.04,35.45,1.62
KHFCMB2010S-10,2010-08-26,2017-10,59.99,35.43,0.11
KHFCMB2010S-10,2010-08-26,2017-09,59.96,35.42,1.56
KHFCMB2010S-10,2010-08-26,2017-08,60.06,35.43,0.03
KHFCMB2010S-10,2010-08-26,2017-07,60.03,35.44,3.99
KHFCMB2010S-10,2010-08-26,2017-06,59.93,34.77,1.75
KHFCMB2010S-10,2010-08-26,2017-05,60.05,34.88,4.18
KHFCMB2010S-10,2010-08-26,2017-04,60.1,34.75,4.34
KHFCMB2010S-10,2010-08-26,2017-03,60.38,34.47,4.58
KHFCMB2010S-10,2010-08-26,2017-02,60.59,34.36,0.88
KHFCMB2010S-10,2010-08-26,2017-01,60.58,34.26,2.92
KHFCMB2010S-10,2010-08-26,2016-12,60.59,34.16,2.89
KHFCMB2010S-10,2010-08-26,2016-11,60.56,34.21,2.61
KHFCMB2010S-10,2010-08-26,2016-10,60.48,33.91,0.44
KHFCMB2010S-10,2010-08-26,2016-09,60.41,33.85,1.58
KHFCMB2010S-10,2010-08-26,2016-08,60.31,33.64,5.12
KHFCMB2010S-10,2010-08-26,2016-07,60.39,34.6,7.15
KHFCMB2010S-10,2010-08-26,2016-06,60.62,34.3,7.55
KHFCMB2010S-10,2010-08-26,2016-05,60.78,33.93,2.22
KHFCMB2010S-10,2010-08-26,2016-04,60.5,33.77,3.2
KHFCMB2010S-10,2010-08-26,2016-03,60.58,33.77,4.65
KHFCMB2010S-10,2010-08-26,2016-02,60.28,33.68,4.97
KHFCMB2010S-10,2010-08-26,2016-01,60.29,33.92,6.4
KHFCMB2010S-10,2010-08-26,2015-12,60.37,33.85,4.92
KHFCMB2010S-10,2010-08-26,2015-11,60.57,33.75,4.79
KHFCMB2010S-10,2010-08-26,2015-10,60.71,33.52,4.74
KHFCMB2010S-10,2010-08-26,2015-09,60.81,33.5,3.34
KHFCMB2010S-10,2010-08-26,2015-08,60.71,33.39,6.9
KHFCMB2010S-10,2010-08-26,2015-07,60.98,33.49,9.45
KHFCMB2010S-10,2010-08-26,2015-06,61.19,33.11,7.83
KHFCMB2010S-10,2010-08-26,2015-05,60.9,33.01,13.03
KHFCMB2010S-10,2010-08-26,2015-04,61.18,33.3,11.89
KHFCMB2010S-10,2010-08-26,2015-03,60.67,32.86,9.52
KHFCMB2010S-10,2010-08-26,2015-02,60.77,33.29,5.4
KHFCMB2010S-10,2010-08-26,2015-01,60.81,33.14,6.93
KHFCMB2010S-10,2010-08-26,2014-12,60.61,32.97,4.83
KHFCMB2010S-10,2010-08-26,2014-11,60.49,32.98,4.63
KHFCMB2010S-10,2010-08-26,2014-10,60.41,33.38,5.32
KHFCMB2010S-10,2010-08-26,2014-09,60.17,33.25,4.21
KHFCMB2010S-10,2010-08-26,2014-08,60.26,33.22,6.54
KHFCMB2010S-10,2010-08-26,2014-07,60.39,33.43,4.67
KHFCMB2010S-10,2010-08-26,2014-06,60.41,33.71,5.06
KHFCMB2010S-10,2010-08-26,2014-05,60.43,33.6,3.3
KHFCMB2010S-10,2010-08-26,2014-04,60.43,33.52,4.35
KHFCMB2010S-10,2010-08-26,2014-03,60.34,33.71,6.0
KHFCMB2010S-10,2010-08-26,2014-02,60.31,33.81,2.96
KHFCMB2010S-10,2010-08-26,2014-01,60.15,33.86,3.99
KHFCMB2010S-10,2010-08-26,2013-12,59.91,33.79,3.49
KHFCMB2010S-10,2010-08-26,2013-11,59.78,33.73,4.61
KHFCMB2010S-10,2010-08-26,2013-10,59.67,34.03,4.78
KHFCMB2010S-10,2010-08-26,2013-09,59.57,34.04,3.99
KHFCMB2010S-10,2010-08-26,2013-08,59.33,34.32,5.19
KHFCMB2010S-10,2010-08-26,2013-07,59.3,34.23,7.54
KHFCMB2010S-10,2010-08-26,2013-06,59.18,34.21,9.41
KHFCMB2010S-10,2010-08-26,2013-05,59.05,34.5,7.67
KHFCMB2010S-10,2010-08-26,2013-04,58.86,34.5,10.01
KHFCMB2010S-10,2010-08-26,2013-03,58.64,34.44,6.88
KHFCMB2010S-10,2010-08-26,2013-02,58.62,34.29,0.07
KHFCMB2010S-10,2010-08-26,2013-01,58.23,34.28,7.29
KHFCMB2010S-10,2010-08-26,2012-12,57.96,34.15,6.51
KHFCMB2010S-10,2010-08-26,2012-11,57.76,34.19,6.07
KHFCMB2010S-10,2010-08-26,2012-10,57.71,34.24,6.07
KHFCMB2010S-10,2010-08-26,2012-09,57.64,34.29,4.34
KHFCMB2010S-10,2010-08-26,2012-08,57.59,34.42,3.93
KHFCMB2010S-10,2010-08-26,2012-07,57.5,34.41,3.18
KHFCMB2010S-10,2010-08-26,2012-06,57.48,34.46,3.35
KHFCMB2010S-10,2010-08-26,2012-05,57.44,34.52,3.49
KHFCMB2010S-10,2010-08-26,2012-04,57.39,34.66,3.1
KHFCMB2010S-10,2010-08-26,2012-03,57.38,34.7,3.13
KHFCMB2010S-10,2010-08-26,2012-02,57.34,34.86,3.11
KHFCMB2010S-10,2010-08-26,2012-01,57.32,35.14,1.69
KHFCMB2010S-10,2010-08-26,2011-12,57.26,35.08,2.6
KHFCMB2010S-10,2010-08-26,2011-11,57.21,35.09,2.03
KHFCMB2010S-10,2010-08-26,2011-10,57.16,35.1,1.66
KHFCMB2010S-10,2010-08-26,2011-09,57.12,35.11,1.99
KHFCMB2010S-10,2010-08-26,2011-08,57.17,35.15,2.13
KHFCMB2010S-10,2010-08-26,2011-07,57.18,35.17,2.18
KHFCMB2010S-10,2010-08-26,2011-06,57.16,35.24,2.06
KHFCMB2010S-10,2010-08-26,2011-05,57.09,35.34,2.21
KHFCMB2010S-10,2010-08-26,2011-04,57.14,35.36,2.2
KHFCMB2010S-10,2010-08-26,2011-03,57.13,35.34,2.11
KHFCMB2010S-10,2010-08-26,2011-02,57.1,35.35,1.42
KHFCMB2010S-10,2010-08-26,2011-01,57.13,35.31,1.3
KHFCMB2010S-10,2010-08-26,2010-12,57.05,35.33,1.08
KHFCMB2010S-10,2010-08-26,2010-11,57.04,35.38,0.94
KHFCMB2010S-10,2010-08-26,2010-10,57.0,35.41,0.98
KHFCMB2010S-10,2010-08-26,2010-09,56.96,35.41,0.56
KHFCMB2010S-10,2010-08-26,2010-08,56.94,35.4,0.47
KHFCMB2010S-09,2010-07-30,2021-10,60.08,29.65,6.2903
KHFCMB2010S-09,2010-07-30,2021-09,60.66,29.76,0.0
KHFCMB2010S-09,2010-07-30,2021-08,60.62,29.75,0.0
KHFCMB2010S-09,2010-07-30,2021-07,60.57,29.74,0.6793
KHFCMB2010S-09,2010-07-30,2021-06,60.2,29.6,0.0
KHFCMB2010S-09,2010-07-30,2021-03,60.05,29.57,0.0
KHFCMB2010S-09,2010-07-30,2021-02,60.0,29.56,2.52
KHFCMB2010S-09,2010-07-30,2021-01,60.21,29.49,0.41
KHFCMB2010S-09,2010-07-30,2020-12,60.16,29.53,0.0
KHFCMB2010S-09,2010-07-30,2020-11,60.11,29.53,8.66
KHFCMB2010S-09,2010-07-30,2020-10,59.56,30.27,2.96
KHFCMB2010S-09,2010-07-30,2020-09,59.06,30.31,0.0
KHFCMB2010S-09,2010-07-30,2020-08,59.02,30.3,0.88
KHFCMB2010S-09,2010-07-30,2020-07,59.08,30.18,0.0
KHFCMB2010S-09,2010-07-30,2020-06,59.05,30.17,0.23
KHFCMB2010S-09,2010-07-30,2020-05,59.03,30.13,0.0
KHFCMB2010S-09,2010-07-30,2020-04,59.33,29.96,1.0
KHFCMB2010S-09,2010-07-30,2020-03,59.28,29.86,0.45
KHFCMB2010S-09,2010-07-30,2020-02,59.53,29.51,0.04
KHFCMB2010S-09,2010-07-30,2020-01,60.92,27.75,0.42
KHFCMB2010S-09,2010-07-30,2019-12,60.79,27.71,7.19
KHFCMB2010S-09,2010-07-30,2019-11,61.11,28.09,0.1
KHFCMB2010S-09,2010-07-30,2019-10,61.06,28.08,0.05
KHFCMB2010S-09,2010-07-30,2019-09,61.0,28.08,6.93
KHFCMB2010S-09,2010-07-30,2019-08,61.1,27.7,0.0
KHFCMB2010S-09,2010-07-30,2019-07,61.05,27.71,1.25
KHFCMB2010S-09,2010-07-30,2019-06,60.99,27.89,0.0
KHFCMB2010S-09,2010-07-30,2019-05,60.94,27.89,2.47
KHFCMB2010S-09,2010-07-30,2019-04,60.99,28.03,0.16
KHFCMB2010S-09,2010-07-30,2019-03,60.94,28.04,0.0
KHFCMB2010S-09,2010-07-30,2019-02,60.89,28.05,0.59
KHFCMB2010S-09,2010-07-30,2019-01,60.9,28.02,1.16
KHFCMB2010S-09,2010-07-30,2018-12,60.96,27.96,0.0
KHFCMB2010S-09,2010-07-30,2018-11,60.92,27.96,1.36
KHFCMB2010S-09,2010-07-30,2018-10,60.92,27.79,0.13
KHFCMB2010S-09,2010-07-30,2018-09,60.88,27.8,0.29
KHFCMB2010S-09,2010-07-30,2018-08,60.7,27.75,5.93
KHFCMB2010S-09,2010-07-30,2018-07,60.66,27.66,1.69
KHFCMB2010S-09,2010-07-30,2018-06,60.5,27.7,0.0
KHFCMB2010S-09,2010-07-30,2018-05,60.47,27.7,0.83
KHFCMB2010S-09,2010-07-30,2018-04,60.37,27.83,0.01
KHFCMB2010S-09,2010-07-30,2018-03,60.34,27.84,0.01
KHFCMB2010S-09,2010-07-30,2018-02,60.3,27.85,4.47
KHFCMB2010S-09,2010-07-30,2018-01,60.42,28.17,0.17
KHFCMB2010S-09,2010-07-30,2017-12,60.38,28.16,0.54
KHFCMB2010S-09,2010-07-30,2017-11,60.35,28.1,0.67
KHFCMB2010S-09,2010-07-30,2017-10,60.38,28.18,3.19
KHFCMB2010S-09,2010-07-30,2017-09,60.19,28.29,0.1
KHFCMB2010S-09,2010-07-30,2017-08,60.16,28.31,8.04
KHFCMB2010S-09,2010-07-30,2017-07,60.35,27.9,2.8
KHFCMB2010S-09,2010-07-30,2017-06,60.24,27.81,4.46
KHFCMB2010S-09,2010-07-30,2017-05,60.47,28.25,0.71
KHFCMB2010S-09,2010-07-30,2017-04,60.33,28.31,0.97
KHFCMB2010S-09,2010-07-30,2017-03,60.19,28.21,6.67
KHFCMB2010S-09,2010-07-30,2017-02,60.57,28.47,3.47
KHFCMB2010S-09,2010-07-30,2017-01,60.44,28.19,0.95
KHFCMB2010S-09,2010-07-30,2016-12,60.27,28.18,6.86
KHFCMB2010S-09,2010-07-30,2016-11,59.97,29.87,8.22
KHFCMB2010S-09,2010-07-30,2016-10,60.2,29.82,4.26
KHFCMB2010S-09,2010-07-30,2016-09,60.28,29.69,5.9
KHFCMB2010S-09,2010-07-30,2016-08,60.48,30.31,2.62
KHFCMB2010S-09,2010-07-30,2016-07,60.28,30.22,4.17
KHFCMB2010S-09,2010-07-30,2016-06,60.44,30.1,2.56
KHFCMB2010S-09,2010-07-30,2016-05,60.41,30.07,4.32
KHFCMB2010S-09,2010-07-30,2016-04,60.36,30.07,5.64
KHFCMB2010S-09,2010-07-30,2016-03,60.32,30.47,4.61
KHFCMB2010S-09,2010-07-30,2016-02,60.26,30.59,1.93
KHFCMB2010S-09,2010-07-30,2016-01,60.34,30.48,3.68
KHFCMB2010S-09,2010-07-30,2015-12,60.43,30.79,2.46
KHFCMB2010S-09,2010-07-30,2015-11,60.24,31.07,4.09
KHFCMB2010S-09,2010-07-30,2015-10,60.03,32.42,3.9
KHFCMB2010S-09,2010-07-30,2015-09,59.96,32.59,6.16
KHFCMB2010S-09,2010-07-30,2015-08,60.08,32.64,6.63
KHFCMB2010S-09,2010-07-30,2015-07,60.22,32.72,7.97
KHFCMB2010S-09,2010-07-30,2015-06,60.54,32.59,6.6
KHFCMB2010S-09,2010-07-30,2015-05,60.54,32.42,9.6
KHFCMB2010S-09,2010-07-30,2015-04,60.73,32.46,13.08
KHFCMB2010S-09,2010-07-30,2015-03,60.56,33.12,9.74
KHFCMB2010S-09,2010-07-30,2015-02,60.07,33.49,5.46
KHFCMB2010S-09,2010-07-30,2015-01,59.87,33.29,4.81
KHFCMB2010S-09,2010-07-30,2014-12,59.91,33.01,7.12
KHFCMB2010S-09,2010-07-30,2014-11,59.72,33.2,3.6
KHFCMB2010S-09,2010-07-30,2014-10,59.46,33.27,7.8
KHFCMB2010S-09,2010-07-30,2014-09,59.42,33.28,3.77
KHFCMB2010S-09,2010-07-30,2014-08,59.43,33.36,6.26
KHFCMB2010S-09,2010-07-30,2014-07,59.51,33.28,3.59
KHFCMB2010S-09,2010-07-30,2014-06,59.47,33.15,3.61
KHFCMB2010S-09,2010-07-30,2014-05,59.43,33.1,2.73
KHFCMB2010S-09,2010-07-30,2014-04,59.49,33.13,4.48
KHFCMB2010S-09,2010-07-30,2014-03,59.42,33.2,3.91
KHFCMB2010S-09,2010-07-30,2014-02,59.16,33.4,4.15
KHFCMB2010S-09,2010-07-30,2014-01,59.03,33.5,3.66
KHFCMB2010S-09,2010-07-30,2013-12,58.9,33.5,3.86
KHFCMB2010S-09,2010-07-30,2013-11,58.77,33.5,5.07
KHFCMB2010S-09,2010-07-30,2013-10,58.68,33.72,4.96
KHFCMB2010S-09,2010-07-30,2013-09,58.69,33.57,3.79
KHFCMB2010S-09,2010-07-30,2013-08,58.63,33.81,6.26
KHFCMB2010S-09,2010-07-30,2013-07,58.54,34.18,7.04
KHFCMB2010S-09,2010-07-30,2013-06,58.38,34.69,7.39
KHFCMB2010S-09,2010-07-30,2013-05,58.21,34.63,8.97
KHFCMB2010S-09,2010-07-30,2013-04,58.06,34.43,9.15
KHFCMB2010S-09,2010-07-30,2013-03,57.92,34.69,10.46
KHFCMB2010S-09,2010-07-30,2013-02,57.55,34.6,0.08
KHFCMB2010S-09,2010-07-30,2013-01,57.31,34.62,6.88
KHFCMB2010S-09,2010-07-30,2012-12,56.89,34.72,9.42
KHFCMB2010S-09,2010-07-30,2012-11,56.52,34.92,5.55
KHFCMB2010S-09,2010-07-30,2012-10,56.33,34.85,5.01
KHFCMB2010S-09,2010-07-30,2012-09,56.25,34.95,4.44
KHFCMB2010S-09,2010-07-30,2012-08,56.28,34.89,4.97
KHFCMB2010S-09,2010-07-30,2012-07,56.31,35.09,3.62
KHFCMB2010S-09,2010-07-30,2012-06,56.26,35.2,3.82
KHFCMB2010S-09,2010-07-30,2012-05,56.22,35.22,3.23
KHFCMB2010S-09,2010-07-30,2012-04,56.26,35.11,3.1
KHFCMB2010S-09,2010-07-30,2012-03,56.26,35.08,3.17
KHFCMB2010S-09,2010-07-30,2012-02,56.26,35.02,3.83
KHFCMB2010S-09,2010-07-30,2012-01,56.17,35.13,2.04
KHFCMB2010S-09,2010-07-30,2011-12,56.11,35.16,3.72
KHFCMB2010S-09,2010-07-30,2011-11,56.06,35.3,3.61
KHFCMB2010S-09,2010-07-30,2011-10,56.02,35.43,2.24
KHFCMB2010S-09,2010-07-30,2011-09,56.06,35.44,2.13
KHFCMB2010S-09,2010-07-30,2011-08,56.1,35.42,1.81
KHFCMB2010S-09,2010-07-30,2011-07,56.1,35.46,2.22
KHFCMB2010S-09,2010-07-30,2011-06,56.07,35.42,1.99
KHFCMB2010S-09,2010-07-30,2011-05,56.08,35.44,1.99
KHFCMB2010S-09,2010-07-30,2011-04,56.09,35.52,2.59
KHFCMB2010S-09,2010-07-30,2011-03,56.12,35.53,2.13
KHFCMB2010S-09,2010-07-30,2011-02,56.1,35.6,1.52
KHFCMB2010S-09,2010-07-30,2011-01,56.09,35.59,1.64
KHFCMB2010S-09,2010-07-30,2010-12,56.03,35.62,1.98
KHFCMB2010S-09,2010-07-30,2010-11,55.93,35.74,1.1
KHFCMB2010S-09,2010-07-30,2010-10,55.94,35.72,0.61
KHFCMB2010S-09,2010-07-30,2010-09,55.91,35.72,0.89
KHFCMB2010S-09,2010-07-30,2010-08,55.89,35.74,0.88
KHFCMB2010S-09,2010-07-30,2010-07,55.8,35.72,0.56
KHFCMB2010S-08,2010-08-26,2021-10,58.93,0.0,0.6871
KHFCMB2010S-08,2010-08-26,2021-09,58.93,0.0,0.9366
KHFCMB2010S-08,2010-08-26,2021-08,58.94,0.0,0.9171
KHFCMB2010S-08,2010-08-26,2021-07,58.95,0.0,1.2816
KHFCMB2010S-08,2010-08-26,2021-06,58.96,0.0,1.4173
KHFCMB2010S-08,2010-08-26,2021-03,58.94,0.0,1.24
KHFCMB2010S-08,2010-08-26,2021-02,58.95,0.0,0.9
KHFCMB2010S-08,2010-08-26,2021-01,58.9,0.0,1.45
KHFCMB2010S-08,2010-08-26,2020-12,58.92,0.0,0.81
KHFCMB2010S-08,2010-08-26,2020-11,58.92,0.0,0.77
KHFCMB2010S-08,2010-08-26,2020-10,58.93,0.0,0.46
KHFCMB2010S-08,2010-08-26,2020-09,58.93,0.0,1.26
KHFCMB2010S-08,2010-08-26,2020-08,58.93,0.0,1.18
KHFCMB2010S-08,2010-08-26,2020-07,58.93,0.0,2.32
KHFCMB2010S-08,2010-08-26,2020-06,58.94,0.0,0.72
KHFCMB2010S-08,2010-08-26,2020-05,58.95,0.0,1.57
KHFCMB2010S-08,2010-08-26,2020-04,58.96,0.0,0.96
KHFCMB2010S-08,2010-08-26,2020-03,58.96,0.0,2.42
KHFCMB2010S-08,2010-08-26,2020-02,58.98,0.0,1.5
KHFCMB2010S-08,2010-08-26,2020-01,58.98,0.0,2.46
KHFCMB2010S-08,2010-08-26,2019-12,58.97,0.0,3.91
KHFCMB2010S-08,2010-08-26,2019-11,58.98,0.0,1.98
KHFCMB2010S-08,2010-08-26,2019-10,58.97,0.0,1.17
KHFCMB2010S-08,2010-08-26,2019-09,58.95,0.0,1.65
KHFCMB2010S-08,2010-08-26,2019-08,58.96,0.0,0.99
KHFCMB2010S-08,2010-08-26,2019-07,58.93,0.0,1.7
KHFCMB2010S-08,2010-08-26,2019-06,58.94,0.0,0.68
KHFCMB2010S-08,2010-08-26,2019-05,58.94,0.0,0.74
KHFCMB2010S-08,2010-08-26,2019-04,58.94,0.0,0.52
KHFCMB2010S-08,2010-08-26,2019-03,58.95,0.0,1.15
KHFCMB2010S-08,2010-08-26,2019-02,58.93,0.0,0.64
KHFCMB2010S-08,2010-08-26,2019-01,58.93,0.0,0.74
KHFCMB2010S-08,2010-08-26,2018-12,58.92,0.0,1.03
KHFCMB2010S-08,2010-08-26,2018-11,58.93,0.0,1.13
KHFCMB2010S-08,2010-08-26,2018-10,58.92,0.0,0.88
KHFCMB2010S-08,2010-08-26,2018-09,58.92,0.0,1.35
KHFCMB2010S-08,2010-08-26,2018-08,58.94,0.0,1.69
KHFCMB2010S-08,2010-08-26,2018-07,58.95,0.0,0.74
KHFCMB2010S-08,2010-08-26,2018-06,58.96,0.0,0.9
KHFCMB2010S-08,2010-08-26,2018-05,58.96,0.0,0.9
KHFCMB2010S-08,2010-08-26,2018-04,58.97,0.0,1.07
KHFCMB2010S-08,2010-08-26,2018-03,58.97,0.0,1.31
KHFCMB2010S-08,2010-08-26,2018-02,58.98,0.0,1.32
KHFCMB2010S-08,2010-08-26,2018-01,58.98,0.0,1.23
KHFCMB2010S-08,2010-08-26,2017-12,58.98,0.0,1.38
KHFCMB2010S-08,2010-08-26,2017-11,58.93,0.0,1.42
KHFCMB2010S-08,2010-08-26,2017-10,58.94,0.0,1.53
KHFCMB2010S-08,2010-08-26,2017-09,58.95,0.0,1.62
KHFCMB2010S-08,2010-08-26,2017-08,58.94,0.0,1.1
KHFCMB2010S-08,2010-08-26,2017-07,58.95,0.0,1.72
KHFCMB2010S-08,2010-08-26,2017-06,58.94,0.0,1.13
KHFCMB2010S-08,2010-08-26,2017-05,58.95,0.0,1.85
KHFCMB2010S-08,2010-08-26,2017-04,58.95,0.0,0.76
KHFCMB2010S-08,2010-08-26,2017-03,58.96,0.0,1.38
KHFCMB2010S-08,2010-08-26,2017-02,58.95,0.0,1.18
KHFCMB2010S-08,2010-08-26,2017-01,58.95,0.0,1.57
KHFCMB2010S-08,2010-08-26,2016-12,58.96,0.0,1.64
KHFCMB2010S-08,2010-08-26,2016-11,58.96,0.0,1.85
KHFCMB2010S-08,2010-08-26,2016-10,58.96,0.0,1.56
KHFCMB2010S-08,2010-08-26,2016-09,58.91,0.0,1.39
KHFCMB2010S-08,2010-08-26,2016-08,58.91,0.0,3.04
KHFCMB2010S-08,2010-08-26,2016-07,58.93,0.0,2.66
KHFCMB2010S-08,2010-08-26,2016-06,58.95,0.0,2.32
KHFCMB2010S-08,2010-08-26,2016-05,58.96,0.0,2.51
KHFCMB2010S-08,2010-08-26,2016-04,58.97,0.0,2.65
KHFCMB2010S-08,2010-08-26,2016-03,58.97,0.0,2.92
KHFCMB2010S-08,2010-08-26,2016-02,58.97,0.0,1.38
KHFCMB2010S-08,2010-08-26,2016-01,58.97,0.0,1.65
KHFCMB2010S-08,2010-08-26,2015-12,58.96,0.0,1.86
KHFCMB2010S-08,2010-08-26,2015-11,58.96,0.0,2.63
KHFCMB2010S-08,2010-08-26,2015-10,58.94,0.0,2.07
KHFCMB2010S-08,2010-08-26,2015-09,58.95,0.0,2.76
KHFCMB2010S-08,2010-08-26,2015-08,58.95,0.0,2.82
KHFCMB2010S-08,2010-08-26,2015-07,58.95,0.0,2.63
KHFCMB2010S-08,2010-08-26,2015-06,58.97,0.0,3.25
KHFCMB2010S-08,2010-08-26,2015-05,58.99,0.0,3.18
KHFCMB2010S-08,2010-08-26,2015-04,59.0,0.0,6.37
KHFCMB2010S-08,2010-08-26,2015-03,58.99,0.0,4.2
KHFCMB2010S-08,2010-08-26,2015-02,59.02,0.0,3.21
KHFCMB2010S-08,2010-08-26,2015-01,59.01,0.0,2.47
KHFCMB2010S-08,2010-08-26,2014-12,58.99,0.0,3.12
KHFCMB2010S-08,2010-08-26,2014-11,59.01,0.0,3.68
KHFCMB2010S-08,2010-08-26,2014-10,59.0,0.0,4.18
KHFCMB2010S-08,2010-08-26,2014-09,59.01,0.0,3.04
KHFCMB2010S-08,2010-08-26,2014-08,59.03,0.0,3.96
KHFCMB2010S-08,2010-08-26,2014-07,58.99,0.0,2.53
KHFCMB2010S-08,2010-08-26,2014-06,59.0,0.0,1.95
KHFCMB2010S-08,2010-08-26,2014-05,58.98,0.0,2.44
KHFCMB2010S-08,2010-08-26,2014-04,58.97,0.0,4.32
KHFCMB2010S-08,2010-08-26,2014-03,58.99,0.0,2.73
KHFCMB2010S-08,2010-08-26,2014-02,59.0,0.0,2.82
KHFCMB2010S-08,2010-08-26,2014-01,59.01,0.0,2.23
KHFCMB2010S-08,2010-08-26,2013-12,59.02,0.0,2.62
KHFCMB2010S-08,2010-08-26,2013-11,59.03,0.0,3.03
KHFCMB2010S-08,2010-08-26,2013-10,59.04,0.0,3.33
KHFCMB2010S-08,2010-08-26,2013-09,59.01,0.0,2.93
KHFCMB2010S-08,2010-08-26,2013-08,59.02,0.0,3.12
KHFCMB2010S-08,2010-08-26,2013-07,59.03,0.0,3.15
KHFCMB2010S-08,2010-08-26,2013-06,59.04,0.0,3.53
KHFCMB2010S-08,2010-08-26,2013-05,59.05,0.0,3.85
KHFCMB2010S-08,2010-08-26,2013-04,59.05,0.0,4.3
KHFCMB2010S-08,2010-08-26,2013-03,59.06,0.0,3.87
KHFCMB2010S-08,2010-08-26,2013-02,59.07,0.0,0.04
KHFCMB2010S-08,2010-08-26,2013-01,59.07,0.0,3.49
KHFCMB2010S-08,2010-08-26,2012-12,59.06,0.0,4.04
KHFCMB2010S-08,2010-08-26,2012-11,59.06,0.0,4.58
KHFCMB2010S-08,2010-08-26,2012-10,59.06,0.0,4.75
KHFCMB2010S-08,2010-08-26,2012-09,59.06,0.0,4.34
KHFCMB2010S-08,2010-08-26,2012-08,59.08,0.0,4.81
KHFCMB2010S-08,2010-08-26,2012-07,59.08,0.0,4.48
KHFCMB2010S-08,2010-08-26,2012-06,59.05,0.0,3.79
KHFCMB2010S-08,2010-08-26,2012-05,59.06,0.0,4.25
KHFCMB2010S-08,2010-08-26,2012-04,59.05,0.0,4.11
KHFCMB2010S-08,2010-08-26,2012-03,59.06,0.0,3.52
KHFCMB2010S-08,2010-08-26,2012-02,59.06,0.0,3.83
KHFCMB2010S-08,2010-08-26,2012-01,59.06,0.0,2.45
KHFCMB2010S-08,2010-08-26,2011-12,59.05,0.0,3.41
KHFCMB2010S-08,2010-08-26,2011-11,59.06,0.0,3.41
KHFCMB2010S-08,2010-08-26,2011-10,59.07,0.0,3.02
KHFCMB2010S-08,2010-08-26,2011-09,59.05,0.0,3.23
KHFCMB2010S-08,2010-08-26,2011-08,59.05,0.0,2.85
KHFCMB2010S-08,2010-08-26,2011-07,59.04,0.0,2.96
KHFCMB2010S-08,2010-08-26,2011-06,59.05,0.0,2.97
KHFCMB2010S-08,2010-08-26,2011-05,59.05,0.0,2.84
KHFCMB2010S-08,2010-08-26,2011-04,59.06,0.0,2.55
KHFCMB2010S-08,2010-08-26,2011-03,59.06,0.0,2.57
