발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
KHFCMB2016S-29,2016-12-26,2018-04,56.32,27.74,0.54
KHFCMB2016S-29,2016-12-26,2018-03,56.29,27.76,0.47
KHFCMB2016S-29,2016-12-26,2018-02,56.28,27.76,0.78
KHFCMB2016S-29,2016-12-26,2018-01,56.25,27.82,0.43
KHFCMB2016S-29,2016-12-26,2017-12,56.23,27.81,0.4
KHFCMB2016S-29,2016-12-26,2017-11,56.2,27.82,0.51
KHFCMB2016S-29,2016-12-26,2017-10,56.15,27.83,0.46
KHFCMB2016S-29,2016-12-26,2017-09,56.15,27.84,0.63
KHFCMB2016S-29,2016-12-26,2017-08,56.16,27.84,0.62
KHFCMB2016S-29,2016-12-26,2017-07,56.12,27.83,0.4
KHFCMB2016S-29,2016-12-26,2017-06,56.1,27.84,0.27
KHFCMB2016S-29,2016-12-26,2017-05,56.08,27.84,0.45
KHFCMB2016S-29,2016-12-26,2017-04,56.06,27.86,0.22
KHFCMB2016S-29,2016-12-26,2017-03,56.0,27.86,0.24
KHFCMB2016S-29,2016-12-26,2017-02,55.97,27.84,0.36
KHFCMB2016S-29,2016-12-26,2017-01,55.95,27.84,0.44
KHFCMB2016S-29,2016-12-26,2016-12,55.94,27.86,0.13
KHFCMB2016S-28,2016-12-23,2022-06,58.67,28.78,0.618
KHFCMB2016S-28,2016-12-23,2022-05,58.66,28.78,0.6465
KHFCMB2016S-28,2016-12-23,2022-04,58.63,28.81,0.6245
KHFCMB2016S-28,2016-12-23,2022-03,58.63,28.81,0.6423
KHFCMB2016S-28,2016-12-23,2022-02,58.59,28.78,0.629
KHFCMB2016S-28,2016-12-23,2022-01,58.57,28.78,1.0275
KHFCMB2016S-28,2016-12-23,2021-12,58.58,28.77,0.7025
KHFCMB2016S-28,2016-12-23,2021-11,58.97,28.98,0.9548
KHFCMB2016S-28,2016-12-23,2021-10,58.92,28.98,1.0884
KHFCMB2016S-28,2016-12-23,2021-09,58.9,29.03,1.1143
KHFCMB2016S-28,2016-12-23,2021-08,58.88,29.02,1.0916
KHFCMB2016S-28,2016-12-23,2021-07,58.87,29.01,0.8602
KHFCMB2016S-28,2016-12-23,2021-06,58.85,29.01,1.2693
KHFCMB2016S-28,2016-12-23,2021-03,58.77,29.02,1.2
KHFCMB2016S-28,2016-12-23,2021-02,58.7,29.03,1.4
KHFCMB2016S-28,2016-12-23,2021-01,58.69,29.03,1.29
KHFCMB2016S-28,2016-12-23,2020-12,58.65,29.06,1.47
KHFCMB2016S-28,2016-12-23,2020-11,58.63,29.09,1.49
KHFCMB2016S-28,2016-12-23,2020-10,58.56,29.11,1.91
KHFCMB2016S-28,2016-12-23,2020-09,58.54,29.19,1.84
KHFCMB2016S-28,2016-12-23,2020-08,58.51,29.24,1.56
KHFCMB2016S-28,2016-12-23,2020-07,58.45,29.23,1.64
KHFCMB2016S-28,2016-12-23,2020-06,58.4,29.23,1.43
KHFCMB2016S-28,2016-12-23,2020-05,58.38,29.25,1.14
KHFCMB2016S-28,2016-12-23,2020-04,58.38,29.24,1.84
KHFCMB2016S-28,2016-12-23,2020-03,58.36,29.27,2.29
KHFCMB2016S-28,2016-12-23,2020-02,58.34,29.3,1.73
KHFCMB2016S-28,2016-12-23,2020-01,58.27,29.26,1.85
KHFCMB2016S-28,2016-12-23,2019-12,58.25,29.26,1.84
KHFCMB2016S-28,2016-12-23,2019-11,58.2,29.27,1.75
KHFCMB2016S-28,2016-12-23,2019-10,58.17,29.27,2.16
KHFCMB2016S-28,2016-12-23,2019-09,58.14,29.3,1.24
KHFCMB2016S-28,2016-12-23,2019-08,58.13,29.33,1.19
KHFCMB2016S-28,2016-12-23,2019-07,58.13,29.34,1.11
KHFCMB2016S-28,2016-12-23,2019-06,58.14,29.39,0.69
KHFCMB2016S-28,2016-12-23,2019-05,58.14,29.44,0.67
KHFCMB2016S-28,2016-12-23,2019-04,58.11,29.45,0.69
KHFCMB2016S-28,2016-12-23,2019-03,58.08,29.42,0.62
KHFCMB2016S-28,2016-12-23,2019-02,58.04,29.39,0.76
KHFCMB2016S-28,2016-12-23,2019-01,58.0,29.37,0.65
KHFCMB2016S-28,2016-12-23,2018-12,57.96,29.37,0.97
KHFCMB2016S-28,2016-12-23,2018-11,57.91,29.36,0.93
KHFCMB2016S-28,2016-12-23,2018-10,57.92,29.34,0.93
KHFCMB2016S-28,2016-12-23,2018-09,57.88,29.34,0.49
KHFCMB2016S-28,2016-12-23,2018-08,57.88,29.38,0.66
KHFCMB2016S-28,2016-12-23,2018-07,57.86,29.36,0.68
KHFCMB2016S-28,2016-12-23,2018-06,57.83,29.34,0.44
KHFCMB2016S-28,2016-12-23,2018-05,57.82,29.33,0.76
KHFCMB2016S-28,2016-12-23,2018-04,57.82,29.34,0.69
KHFCMB2016S-28,2016-12-23,2018-03,57.8,29.35,0.74
KHFCMB2016S-28,2016-12-23,2018-02,57.74,29.35,0.63
KHFCMB2016S-28,2016-12-23,2018-01,57.7,29.35,0.68
KHFCMB2016S-28,2016-12-23,2017-12,57.68,29.37,0.7
KHFCMB2016S-28,2016-12-23,2017-11,57.67,29.41,0.57
KHFCMB2016S-28,2016-12-23,2017-10,57.64,29.46,0.48
KHFCMB2016S-28,2016-12-23,2017-09,57.61,29.47,0.56
KHFCMB2016S-28,2016-12-23,2017-08,57.59,29.46,0.56
KHFCMB2016S-28,2016-12-23,2017-07,57.56,29.44,0.56
KHFCMB2016S-28,2016-12-23,2017-06,57.55,29.43,0.52
KHFCMB2016S-28,2016-12-23,2017-05,57.54,29.43,0.55
KHFCMB2016S-28,2016-12-23,2017-04,57.53,29.45,0.52
KHFCMB2016S-28,2016-12-23,2017-03,57.53,29.48,0.54
KHFCMB2016S-28,2016-12-23,2017-02,57.51,29.49,0.73
KHFCMB2016S-28,2016-12-23,2017-01,57.52,29.54,0.47
KHFCMB2016S-28,2016-12-23,2016-12,57.5,29.53,0.5
KHFCMB2016S-27,2016-12-20,2022-06,62.14,26.83,0.5971
KHFCMB2016S-27,2016-12-20,2022-05,62.15,26.82,0.5962
KHFCMB2016S-27,2016-12-20,2022-04,62.12,26.81,0.6218
KHFCMB2016S-27,2016-12-20,2022-03,62.09,26.82,0.5856
KHFCMB2016S-27,2016-12-20,2022-02,62.09,26.82,0.4904
KHFCMB2016S-27,2016-12-20,2022-01,62.07,26.82,0.5413
KHFCMB2016S-27,2016-12-20,2021-12,62.07,26.85,0.7675
KHFCMB2016S-27,2016-12-20,2021-11,62.08,26.9,0.941
KHFCMB2016S-27,2016-12-20,2021-10,62.07,26.9,0.9524
KHFCMB2016S-27,2016-12-20,2021-09,62.06,26.87,1.3002
KHFCMB2016S-27,2016-12-20,2021-08,62.07,26.86,1.357
KHFCMB2016S-27,2016-12-20,2021-07,62.08,26.88,1.1461
KHFCMB2016S-27,2016-12-20,2021-06,62.09,26.85,0.9967
KHFCMB2016S-27,2016-12-20,2021-03,62.06,26.85,1.53
KHFCMB2016S-27,2016-12-20,2021-02,62.06,26.82,1.43
KHFCMB2016S-27,2016-12-20,2021-01,62.04,26.8,1.29
KHFCMB2016S-27,2016-12-20,2020-12,62.01,26.77,1.27
KHFCMB2016S-27,2016-12-20,2020-11,61.97,26.78,1.29
KHFCMB2016S-27,2016-12-20,2020-10,61.98,26.75,1.68
KHFCMB2016S-27,2016-12-20,2020-09,61.96,26.76,1.89
KHFCMB2016S-27,2016-12-20,2020-08,61.95,26.83,1.57
KHFCMB2016S-27,2016-12-20,2020-07,61.95,26.86,1.36
KHFCMB2016S-27,2016-12-20,2020-06,61.96,26.87,1.24
KHFCMB2016S-27,2016-12-20,2020-05,61.97,26.88,1.23
KHFCMB2016S-27,2016-12-20,2020-04,61.95,26.87,1.47
KHFCMB2016S-27,2016-12-20,2020-03,61.93,26.9,1.81
KHFCMB2016S-27,2016-12-20,2020-02,61.91,26.92,1.65
KHFCMB2016S-27,2016-12-20,2020-01,61.86,26.96,1.61
KHFCMB2016S-27,2016-12-20,2019-12,61.8,27.01,1.36
KHFCMB2016S-27,2016-12-20,2019-11,61.79,27.05,1.61
KHFCMB2016S-27,2016-12-20,2019-10,61.76,27.08,1.48
KHFCMB2016S-27,2016-12-20,2019-09,61.76,27.04,1.11
KHFCMB2016S-27,2016-12-20,2019-08,61.74,27.05,1.0
KHFCMB2016S-27,2016-12-20,2019-07,61.73,27.08,1.01
KHFCMB2016S-27,2016-12-20,2019-06,61.69,27.13,0.67
KHFCMB2016S-27,2016-12-20,2019-05,61.65,27.13,0.55
KHFCMB2016S-27,2016-12-20,2019-04,61.65,27.14,0.6
KHFCMB2016S-27,2016-12-20,2019-03,61.63,27.14,0.56
KHFCMB2016S-27,2016-12-20,2019-02,61.6,27.15,0.7
KHFCMB2016S-27,2016-12-20,2019-01,61.58,27.16,0.51
KHFCMB2016S-27,2016-12-20,2018-12,61.57,27.16,0.56
KHFCMB2016S-27,2016-12-20,2018-11,61.56,27.17,1.07
KHFCMB2016S-27,2016-12-20,2018-10,61.51,27.2,0.94
KHFCMB2016S-27,2016-12-20,2018-09,61.5,27.22,0.57
KHFCMB2016S-27,2016-12-20,2018-08,61.47,27.22,0.51
KHFCMB2016S-27,2016-12-20,2018-07,61.46,27.22,0.59
KHFCMB2016S-27,2016-12-20,2018-06,61.45,27.25,0.34
KHFCMB2016S-27,2016-12-20,2018-05,61.42,27.24,0.25
KHFCMB2016S-27,2016-12-20,2018-04,61.4,27.24,0.34
KHFCMB2016S-27,2016-12-20,2018-03,61.39,27.24,0.46
KHFCMB2016S-27,2016-12-20,2018-02,61.38,27.28,0.39
KHFCMB2016S-27,2016-12-20,2018-01,61.34,27.28,0.31
KHFCMB2016S-27,2016-12-20,2017-12,61.32,27.28,0.3
KHFCMB2016S-27,2016-12-20,2017-11,61.31,27.3,0.35
KHFCMB2016S-27,2016-12-20,2017-10,61.29,27.3,0.44
KHFCMB2016S-27,2016-12-20,2017-09,61.27,27.32,0.34
KHFCMB2016S-27,2016-12-20,2017-08,61.24,27.32,0.35
KHFCMB2016S-27,2016-12-20,2017-07,61.22,27.34,0.24
KHFCMB2016S-27,2016-12-20,2017-06,61.19,27.33,0.32
KHFCMB2016S-27,2016-12-20,2017-05,61.18,27.34,0.2
KHFCMB2016S-27,2016-12-20,2017-04,61.17,27.35,0.18
KHFCMB2016S-27,2016-12-20,2017-03,61.16,27.35,0.25
KHFCMB2016S-27,2016-12-20,2017-02,61.14,27.35,0.46
KHFCMB2016S-27,2016-12-20,2017-01,61.13,27.37,0.19
KHFCMB2016S-27,2016-12-20,2016-12,61.11,27.36,0.09
KHFCMB2016S-26,2016-12-02,2022-06,58.42,27.6,0.5162
KHFCMB2016S-26,2016-12-02,2022-05,58.42,27.61,0.5144
KHFCMB2016S-26,2016-12-02,2022-04,58.41,27.59,0.4418
KHFCMB2016S-26,2016-12-02,2022-03,58.39,27.58,0.7246
KHFCMB2016S-26,2016-12-02,2022-02,58.39,27.6,0.9342
KHFCMB2016S-26,2016-12-02,2022-01,58.39,27.6,0.6154
KHFCMB2016S-26,2016-12-02,2021-12,58.37,27.57,0.6477
KHFCMB2016S-26,2016-12-02,2021-11,59.65,28.36,0.9901
KHFCMB2016S-26,2016-12-02,2021-10,59.63,28.35,1.0717
KHFCMB2016S-26,2016-12-02,2021-09,59.61,28.33,1.1289
KHFCMB2016S-26,2016-12-02,2021-08,59.61,28.31,1.0111
KHFCMB2016S-26,2016-12-02,2021-07,59.59,28.3,1.038
KHFCMB2016S-26,2016-12-02,2021-06,59.56,28.31,0.8331
KHFCMB2016S-26,2016-12-02,2021-03,59.52,28.25,1.7
KHFCMB2016S-26,2016-12-02,2021-02,59.49,28.26,1.64
KHFCMB2016S-26,2016-12-02,2021-01,59.46,28.26,1.45
KHFCMB2016S-26,2016-12-02,2020-12,59.45,28.23,1.89
KHFCMB2016S-26,2016-12-02,2020-11,59.45,28.24,1.46
KHFCMB2016S-26,2016-12-02,2020-10,59.38,28.22,1.77
KHFCMB2016S-26,2016-12-02,2020-09,59.38,28.28,1.95
KHFCMB2016S-26,2016-12-02,2020-08,59.32,28.31,1.42
KHFCMB2016S-26,2016-12-02,2020-07,59.26,28.31,1.45
KHFCMB2016S-26,2016-12-02,2020-06,59.22,28.31,1.51
KHFCMB2016S-26,2016-12-02,2020-05,59.21,28.31,1.36
KHFCMB2016S-26,2016-12-02,2020-04,59.18,28.31,1.71
KHFCMB2016S-26,2016-12-02,2020-03,59.2,28.39,1.88
KHFCMB2016S-26,2016-12-02,2020-02,59.15,28.45,1.82
KHFCMB2016S-26,2016-12-02,2020-01,59.08,28.51,1.45
KHFCMB2016S-26,2016-12-02,2019-12,59.04,28.52,1.83
KHFCMB2016S-26,2016-12-02,2019-11,59.01,28.53,1.9
KHFCMB2016S-26,2016-12-02,2019-10,58.97,28.53,2.1
KHFCMB2016S-26,2016-12-02,2019-09,58.92,28.54,1.57
KHFCMB2016S-26,2016-12-02,2019-08,58.9,28.52,1.49
KHFCMB2016S-26,2016-12-02,2019-07,58.88,28.53,1.08
KHFCMB2016S-26,2016-12-02,2019-06,58.84,28.53,0.68
KHFCMB2016S-26,2016-12-02,2019-05,58.82,28.52,0.62
KHFCMB2016S-26,2016-12-02,2019-04,58.78,28.56,0.81
KHFCMB2016S-26,2016-12-02,2019-03,58.73,28.55,0.68
KHFCMB2016S-26,2016-12-02,2019-02,58.7,28.56,0.95
KHFCMB2016S-26,2016-12-02,2019-01,58.66,28.58,0.85
KHFCMB2016S-26,2016-12-02,2018-12,58.64,28.58,0.69
KHFCMB2016S-26,2016-12-02,2018-11,58.61,28.57,1.1
KHFCMB2016S-26,2016-12-02,2018-10,58.6,28.59,1.02
KHFCMB2016S-26,2016-12-02,2018-09,58.59,28.6,0.62
KHFCMB2016S-26,2016-12-02,2018-08,58.57,28.61,0.8
KHFCMB2016S-26,2016-12-02,2018-07,58.53,28.61,0.72
KHFCMB2016S-26,2016-12-02,2018-06,58.51,28.64,0.54
KHFCMB2016S-26,2016-12-02,2018-05,58.5,28.66,0.68
KHFCMB2016S-26,2016-12-02,2018-04,58.49,28.68,0.83
KHFCMB2016S-26,2016-12-02,2018-03,58.48,28.69,1.01
KHFCMB2016S-26,2016-12-02,2018-02,58.46,28.7,0.7
KHFCMB2016S-26,2016-12-02,2018-01,58.44,28.69,0.65
KHFCMB2016S-26,2016-12-02,2017-12,58.42,28.69,0.78
KHFCMB2016S-26,2016-12-02,2017-11,58.39,28.71,0.65
KHFCMB2016S-26,2016-12-02,2017-10,58.35,28.71,0.65
KHFCMB2016S-26,2016-12-02,2017-09,58.32,28.71,0.69
KHFCMB2016S-26,2016-12-02,2017-08,58.29,28.73,0.77
KHFCMB2016S-26,2016-12-02,2017-07,58.26,28.73,0.6
KHFCMB2016S-26,2016-12-02,2017-06,58.26,28.72,0.59
KHFCMB2016S-26,2016-12-02,2017-05,58.23,28.72,0.55
KHFCMB2016S-26,2016-12-02,2017-04,58.22,28.74,0.52
KHFCMB2016S-26,2016-12-02,2017-03,58.2,28.74,0.45
KHFCMB2016S-26,2016-12-02,2017-02,58.18,28.76,0.62
KHFCMB2016S-26,2016-12-02,2017-01,58.15,28.75,0.42
KHFCMB2016S-26,2016-12-02,2016-12,58.13,28.75,0.49
KHFCMB2016S-25,2016-11-25,2022-06,48.92,21.77,0.5498
KHFCMB2016S-25,2016-11-25,2022-05,48.85,21.76,0.8605
KHFCMB2016S-25,2016-11-25,2022-04,48.86,21.8,0.5435
KHFCMB2016S-25,2016-11-25,2022-03,48.79,21.8,0.8955
KHFCMB2016S-25,2016-11-25,2022-02,48.8,21.81,1.14
KHFCMB2016S-25,2016-11-25,2022-01,48.7,21.78,0.8585
KHFCMB2016S-25,2016-11-25,2021-12,48.68,21.75,1.092
KHFCMB2016S-25,2016-11-25,2021-11,48.64,21.77,0.8304
KHFCMB2016S-25,2016-11-25,2021-10,48.7,21.78,1.1452
KHFCMB2016S-25,2016-11-25,2021-09,48.62,21.73,0.6708
KHFCMB2016S-25,2016-11-25,2021-08,48.56,21.75,1.3261
KHFCMB2016S-25,2016-11-25,2021-07,48.49,21.69,0.871
KHFCMB2016S-25,2016-11-25,2021-06,48.44,21.68,0.9428
KHFCMB2016S-25,2016-11-25,2021-03,48.26,21.68,1.65
KHFCMB2016S-25,2016-11-25,2021-02,48.24,21.65,1.42
KHFCMB2016S-25,2016-11-25,2021-01,48.16,21.7,1.35
KHFCMB2016S-25,2016-11-25,2020-12,48.11,21.66,1.79
KHFCMB2016S-25,2016-11-25,2020-11,48.07,21.62,1.84
KHFCMB2016S-25,2016-11-25,2020-10,47.98,21.65,1.46
KHFCMB2016S-25,2016-11-25,2020-09,47.88,21.63,2.1
KHFCMB2016S-25,2016-11-25,2020-08,47.85,21.66,1.91
KHFCMB2016S-25,2016-11-25,2020-07,47.75,21.64,1.7
KHFCMB2016S-25,2016-11-25,2020-06,47.72,21.64,1.12
KHFCMB2016S-25,2016-11-25,2020-05,47.65,21.65,1.98
KHFCMB2016S-25,2016-11-25,2020-04,47.63,21.7,1.45
KHFCMB2016S-25,2016-11-25,2020-03,47.57,21.72,1.77
KHFCMB2016S-25,2016-11-25,2020-02,47.51,21.71,2.22
KHFCMB2016S-25,2016-11-25,2020-01,47.54,21.78,2.17
KHFCMB2016S-25,2016-11-25,2019-12,47.46,21.81,2.19
KHFCMB2016S-25,2016-11-25,2019-11,47.47,21.81,2.01
KHFCMB2016S-25,2016-11-25,2019-10,47.45,21.79,2.14
KHFCMB2016S-25,2016-11-25,2019-09,47.37,21.73,1.32
KHFCMB2016S-25,2016-11-25,2019-08,47.29,21.73,1.86
KHFCMB2016S-25,2016-11-25,2019-07,47.35,21.82,1.13
KHFCMB2016S-25,2016-11-25,2019-06,47.35,21.84,0.99
KHFCMB2016S-25,2016-11-25,2019-05,47.33,21.86,0.95
KHFCMB2016S-25,2016-11-25,2019-04,47.32,21.89,0.96
KHFCMB2016S-25,2016-11-25,2019-03,47.27,21.86,1.01
KHFCMB2016S-25,2016-11-25,2019-02,47.19,21.87,0.99
KHFCMB2016S-25,2016-11-25,2019-01,47.16,21.86,0.88
KHFCMB2016S-25,2016-11-25,2018-12,47.14,21.86,0.96
KHFCMB2016S-25,2016-11-25,2018-11,47.14,21.9,1.04
KHFCMB2016S-25,2016-11-25,2018-10,47.13,21.95,0.68
KHFCMB2016S-25,2016-11-25,2018-09,47.12,21.96,1.1
KHFCMB2016S-25,2016-11-25,2018-08,47.12,21.97,0.81
KHFCMB2016S-25,2016-11-25,2018-07,47.07,21.96,0.98
KHFCMB2016S-25,2016-11-25,2018-06,47.06,21.99,0.64
KHFCMB2016S-25,2016-11-25,2018-05,46.99,21.97,0.73
KHFCMB2016S-25,2016-11-25,2018-04,46.96,21.96,0.67
KHFCMB2016S-25,2016-11-25,2018-03,46.94,21.95,1.23
KHFCMB2016S-25,2016-11-25,2018-02,46.88,21.95,0.93
KHFCMB2016S-25,2016-11-25,2018-01,46.85,21.96,0.88
KHFCMB2016S-25,2016-11-25,2017-12,46.83,21.96,0.8
KHFCMB2016S-25,2016-11-25,2017-11,46.8,21.95,0.74
KHFCMB2016S-25,2016-11-25,2017-10,46.77,22.01,0.61
KHFCMB2016S-25,2016-11-25,2017-09,46.76,22.04,0.89
KHFCMB2016S-25,2016-11-25,2017-08,46.78,22.06,0.81
KHFCMB2016S-25,2016-11-25,2017-07,46.74,22.07,0.85
KHFCMB2016S-25,2016-11-25,2017-06,46.71,22.08,0.64
KHFCMB2016S-25,2016-11-25,2017-05,46.68,22.07,0.7
KHFCMB2016S-25,2016-11-25,2017-04,46.65,22.08,0.48
KHFCMB2016S-25,2016-11-25,2017-03,46.62,22.1,0.55
KHFCMB2016S-25,2016-11-25,2017-02,46.56,22.07,0.61
KHFCMB2016S-25,2016-11-25,2017-01,46.52,22.07,0.6
KHFCMB2016S-25,2016-11-25,2016-12,46.48,22.07,0.68
KHFCMB2016S-25,2016-11-25,2016-11,46.49,22.06,0.14
KHFCMB2016S-24,2016-11-18,2022-06,60.03,28.47,0.4738
KHFCMB2016S-24,2016-11-18,2022-05,60.03,28.47,0.6252
KHFCMB2016S-24,2016-11-18,2022-04,60.02,28.52,0.5394
KHFCMB2016S-24,2016-11-18,2022-03,60.01,28.55,0.588
KHFCMB2016S-24,2016-11-18,2022-02,60.0,28.54,0.7049
KHFCMB2016S-24,2016-11-18,2022-01,59.98,28.53,0.8282
KHFCMB2016S-24,2016-11-18,2021-12,59.94,28.52,0.5904
KHFCMB2016S-24,2016-11-18,2021-11,59.91,28.53,1.0108
KHFCMB2016S-24,2016-11-18,2021-10,60.89,29.2,0.9117
KHFCMB2016S-24,2016-11-18,2021-09,60.89,29.18,1.0641
KHFCMB2016S-24,2016-11-18,2021-08,60.86,29.18,0.9535
KHFCMB2016S-24,2016-11-18,2021-07,60.83,29.2,1.1081
KHFCMB2016S-24,2016-11-18,2021-06,60.82,29.17,0.9099
KHFCMB2016S-24,2016-11-18,2021-03,60.76,29.16,1.38
KHFCMB2016S-24,2016-11-18,2021-02,60.71,29.16,1.53
KHFCMB2016S-24,2016-11-18,2021-01,60.69,29.2,1.41
KHFCMB2016S-24,2016-11-18,2020-12,60.68,29.19,1.81
KHFCMB2016S-24,2016-11-18,2020-11,60.68,29.22,1.7
KHFCMB2016S-24,2016-11-18,2020-10,60.67,29.29,1.35
KHFCMB2016S-24,2016-11-18,2020-09,60.65,29.3,1.8
KHFCMB2016S-24,2016-11-18,2020-08,60.61,29.32,1.6
KHFCMB2016S-24,2016-11-18,2020-07,60.59,29.35,1.33
KHFCMB2016S-24,2016-11-18,2020-06,60.56,29.35,1.68
KHFCMB2016S-24,2016-11-18,2020-05,60.51,29.38,1.35
KHFCMB2016S-24,2016-11-18,2020-04,60.48,29.37,1.64
KHFCMB2016S-24,2016-11-18,2020-03,60.46,29.43,1.34
KHFCMB2016S-24,2016-11-18,2020-02,60.44,29.46,1.8
KHFCMB2016S-24,2016-11-18,2020-01,60.43,29.45,1.74
KHFCMB2016S-24,2016-11-18,2019-12,60.39,29.45,1.79
KHFCMB2016S-24,2016-11-18,2019-11,60.32,29.43,1.83
KHFCMB2016S-24,2016-11-18,2019-10,60.28,29.41,1.86
KHFCMB2016S-24,2016-11-18,2019-09,60.26,29.46,1.27
KHFCMB2016S-24,2016-11-18,2019-08,60.22,29.45,1.11
KHFCMB2016S-24,2016-11-18,2019-07,60.2,29.42,0.83
KHFCMB2016S-24,2016-11-18,2019-06,60.2,29.41,0.69
KHFCMB2016S-24,2016-11-18,2019-05,60.19,29.44,0.74
KHFCMB2016S-24,2016-11-18,2019-04,60.16,29.43,0.78
KHFCMB2016S-24,2016-11-18,2019-03,60.14,29.44,0.87
KHFCMB2016S-24,2016-11-18,2019-02,60.14,29.44,0.72
KHFCMB2016S-24,2016-11-18,2019-01,60.11,29.45,0.85
KHFCMB2016S-24,2016-11-18,2018-12,60.12,29.47,0.87
KHFCMB2016S-24,2016-11-18,2018-11,60.11,29.51,1.1
KHFCMB2016S-24,2016-11-18,2018-10,60.09,29.53,1.01
KHFCMB2016S-24,2016-11-18,2018-09,60.08,29.53,0.74
KHFCMB2016S-24,2016-11-18,2018-08,60.08,29.56,0.58
KHFCMB2016S-24,2016-11-18,2018-07,60.06,29.57,0.58
KHFCMB2016S-24,2016-11-18,2018-06,60.05,29.58,0.73
KHFCMB2016S-24,2016-11-18,2018-05,60.04,29.6,0.66
KHFCMB2016S-24,2016-11-18,2018-04,60.01,29.62,0.72
KHFCMB2016S-24,2016-11-18,2018-03,60.0,29.61,0.79
KHFCMB2016S-24,2016-11-18,2018-02,60.0,29.62,0.69
KHFCMB2016S-24,2016-11-18,2018-01,59.99,29.65,0.56
KHFCMB2016S-24,2016-11-18,2017-12,59.96,29.65,0.69
KHFCMB2016S-24,2016-11-18,2017-11,59.94,29.64,0.7
KHFCMB2016S-24,2016-11-18,2017-10,59.92,29.65,0.67
KHFCMB2016S-24,2016-11-18,2017-09,59.91,29.66,0.61
KHFCMB2016S-24,2016-11-18,2017-08,59.89,29.66,0.73
KHFCMB2016S-24,2016-11-18,2017-07,59.86,29.64,0.66
KHFCMB2016S-24,2016-11-18,2017-06,59.84,29.65,0.56
KHFCMB2016S-24,2016-11-18,2017-05,59.83,29.65,0.54
KHFCMB2016S-24,2016-11-18,2017-04,59.82,29.65,0.51
KHFCMB2016S-24,2016-11-18,2017-03,59.8,29.65,0.54
KHFCMB2016S-24,2016-11-18,2017-02,59.78,29.65,0.56
KHFCMB2016S-24,2016-11-18,2017-01,59.75,29.65,0.44
KHFCMB2016S-24,2016-11-18,2016-12,59.73,29.63,0.55
KHFCMB2016S-24,2016-11-18,2016-11,59.73,29.66,0.36
KHFCMB2016S-23,2016-11-04,2022-06,59.06,26.55,0.355
KHFCMB2016S-23,2016-11-04,2022-05,59.06,26.54,0.4321
KHFCMB2016S-23,2016-11-04,2022-04,59.03,26.55,0.4852
KHFCMB2016S-23,2016-11-04,2022-03,59.02,26.57,0.5092
KHFCMB2016S-23,2016-11-04,2022-02,59.0,26.57,0.8501
KHFCMB2016S-23,2016-11-04,2022-01,58.97,26.58,0.8187
KHFCMB2016S-23,2016-11-04,2021-12,58.98,26.55,0.6112
KHFCMB2016S-23,2016-11-04,2021-11,58.98,26.58,1.5435
KHFCMB2016S-23,2016-11-04,2021-10,60.82,28.82,1.1181
KHFCMB2016S-23,2016-11-04,2021-09,60.79,28.84,0.9106
KHFCMB2016S-23,2016-11-04,2021-08,60.78,28.84,1.2207
KHFCMB2016S-23,2016-11-04,2021-07,60.79,28.84,1.0995
KHFCMB2016S-23,2016-11-04,2021-06,60.79,28.84,1.0908
KHFCMB2016S-23,2016-11-04,2021-03,60.73,28.8,1.27
KHFCMB2016S-23,2016-11-04,2021-02,60.72,28.77,1.75
KHFCMB2016S-23,2016-11-04,2021-01,60.71,28.86,1.16
KHFCMB2016S-23,2016-11-04,2020-12,60.67,28.83,1.7
KHFCMB2016S-23,2016-11-04,2020-11,60.64,28.88,1.34
KHFCMB2016S-23,2016-11-04,2020-10,60.59,28.87,1.36
KHFCMB2016S-23,2016-11-04,2020-09,60.55,28.89,1.72
KHFCMB2016S-23,2016-11-04,2020-08,60.55,28.93,1.49
KHFCMB2016S-23,2016-11-04,2020-07,60.5,28.95,1.46
KHFCMB2016S-23,2016-11-04,2020-06,60.48,29.01,1.35
KHFCMB2016S-23,2016-11-04,2020-05,60.45,29.02,1.29
KHFCMB2016S-23,2016-11-04,2020-04,60.42,28.97,1.31
KHFCMB2016S-23,2016-11-04,2020-03,60.4,28.95,1.5
KHFCMB2016S-23,2016-11-04,2020-02,60.35,28.99,1.34
KHFCMB2016S-23,2016-11-04,2020-01,60.29,28.97,1.28
KHFCMB2016S-23,2016-11-04,2019-12,60.25,28.96,1.38
KHFCMB2016S-23,2016-11-04,2019-11,60.22,28.94,1.59
KHFCMB2016S-23,2016-11-04,2019-10,60.19,28.95,1.39
KHFCMB2016S-23,2016-11-04,2019-09,60.17,28.97,1.23
KHFCMB2016S-23,2016-11-04,2019-08,60.1,28.98,1.03
KHFCMB2016S-23,2016-11-04,2019-07,60.05,28.96,0.9
KHFCMB2016S-23,2016-11-04,2019-06,60.01,28.94,0.76
KHFCMB2016S-23,2016-11-04,2019-05,60.0,28.94,0.78
KHFCMB2016S-23,2016-11-04,2019-04,59.97,28.93,0.88
KHFCMB2016S-23,2016-11-04,2019-03,59.87,28.96,0.8
KHFCMB2016S-23,2016-11-04,2019-02,59.86,29.0,0.71
KHFCMB2016S-23,2016-11-04,2019-01,59.84,29.0,0.72
KHFCMB2016S-23,2016-11-04,2018-12,59.82,29.0,0.74
KHFCMB2016S-23,2016-11-04,2018-11,59.79,29.03,0.88
